Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central African Republic,CAF,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83184634,15.83184634,15.83184634,15.83184634,8.418189903,19.32799341,25.78684806,12.5262574,10.4691678,8.704481325,3.376234548,3.959594105,2.897654693,0.212521325,2.633436897,1.865724186,0.265167136,0.852930311,4.6622853,6.232519298,8.29192482,13.24019633,23.59133513,13.97253263,0.627242661,80.46302806,65.08347426,84.53958557,63.70425563,63.70425563,63.70425563,,
Central African Republic,CAF,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,65809266.63,78065776.72,75902008.26,128568994.5,85463054.73,93996994.11,91207288.8,83129524.83,104629145.7,137303463.5,144604701.8,139090977.8,134943197.6,166481315.3,134966563.4,151557395.8,131048389.5,113831890.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,19600000,1400000,,26400000,29500000,27200000,34800000,43900000,38800000,37648000,32991000,33368000,33863000,50240000,45747000,67541000,54605000,63068000,55890000,68390000,78922000,97334000,112951000,64514000,66792000,92967000,185888655.8,115689699.9,138598993.8,167336345,183676225.3,158834792.7,163250297.5,125578083.8,131957037.9,188727880.7,176388695.5,134093002.1,161518677.3,153782066.7,71054630,68021138,60017032,100653901,179287653,187062466,140510996,197973995,185103112,211775843,209997911,214796239,217650486,129909827,308061762,456638105,401560471,418904552,384509876,456514329,451802536,,
Central African Republic,CAF,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1.530612245,,,0.757575758,2.033898305,0.735294118,1.724137931,1.822323462,1.288659794,2.406502337,2.249098239,0.584392232,1.190089478,0.997213376,2.050407677,0.572985298,1.259957879,0.532758293,1.186258722,0.409416581,0.024074403,0.068835145,1.194323202,,,0.371099422,0.371099422,0.161772696,0.169584877,0.553356338,0.16111928,0.254159623,0.368512879,0.429438098,0.305958899,0.471791305,0.577583819,2.435195752,1.293968001,1.811996263,1.390019201,0.822032704,1.031760451,1.043800578,0.933469747,0.833243052,0.09579108,1.531464776,1.956755865,2.593969134,3.164026713,1.717816856,2.342153281,2.289324887,1.632667738,9.049417153,0.599690252,0.923911421,0.424813536,0.265185543,0.204764234,,
Central African Republic,CAF,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,2.040816327,,,1.136363636,2.033898305,1.470588235,2.011494253,2.050113895,1.288659794,3.086485338,3.25846443,0.967993287,1.438147831,1.156449045,2.188121625,1.193349225,1.693984067,1.755248303,2.304526749,1.242871765,0.091229315,0.754104424,2.055758692,,,5.965557671,5.965557671,1.574806527,2.576840363,4.077993123,3.868850611,2.285153819,1.890012643,1.552894556,1.270637729,1.634300116,8.440978205,5.669690046,10.21233096,7.905464331,3.499120325,3.454976011,4.451981231,6.413584507,4.391956651,3.935418557,2.170395262,13.29026875,17.12248576,20.2009674,27.29409484,12.66420172,28.50558579,22.92490544,22.49504565,22.84553804,18.49158081,16.67288853,32.17835346,40.13978475,33.13990119,,
Central African Republic,CAF,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,0.89578607,1.08434434,1.289481666,1.328407425,1.172459369,1.035299086,0.913457667,0.77083877,0.782110627,0.967965703,,0.860280073,1.31469462,1.40690891,1.834016646,1.257514378,1.411528664,1.058246761,1.858897576,,,,,,,,,,,,,1.022335273,3.457378725,1.631370876,1.438826116,1.915727058,3.116458634,3.221537976,4.494901397,2.951546355,2.876323351,4.164113052,1.721171736,1.537293871,12.22841721,16.57343095,1.857429509,1.682087369,1.428853665,1.935435823,0.97475257,0.925179498,0.559793057,0.409006059,0.503963536,0.52987555,0.472015092,0.750586353,0.49186294,,
Central African Republic,CAF,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,4.985576825,5.318439131,4.500085967,6.928384569,5.604563477,4.830322102,4.844720091,8.406370346,1.38200706,1.665451587,,0.956626664,1.288858845,0.822524645,1.42564981,0.968293202,1.585525649,2.429996505,1.769250127,,,,,,,,,,,,,17.09733845,7.527433395,8.668950971,8.109468873,9.878745953,11.97025556,11.10458835,7.546013433,5.082153897,8.973969322,11.02317657,13.81704862,16.94164566,0.01049262,0.855009584,1.337928201,0.610916475,1.025455779,0.830987344,1.50509883,0.719173789,0.427814063,0.431215146,0.297679872,0.752995299,5.783198834,14.13846241,12.98232735,,
Central African Republic,CAF,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48,,20.88,,,,22.51,19.76,29.88,29.88,29.24,29.89,22.63,22.63,22.63,22.63,22.91,21.91,20.89,,20.22,20.22,20.22,,,,,
Central African Republic,CAF,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43,,20.87,,,,23.73,22.72,27.27,27.27,23.48,27.33,17.92,17.92,17.92,17.92,19.41,22.26,17.29,,17.14,17.14,17.14,,,,,
Central African Republic,CAF,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.86,,16.78,,,,18.3,16.86,29.86,29.86,29.49,29.87,17.63,17.62,17.62,17.62,17.43,17.44,17.69,,17.52,17.52,17.52,,,,,
Central African Republic,CAF,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24,,17.47,,,,18.93,18.94,24.52,24.52,22.16,24.53,17.43,17.39,17.39,17.39,16.96,18.52,15.97,,15.99,15.99,15.99,,,,,
Central African Republic,CAF,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52,,14.52,,,,15.6,14.96,29.82,29.82,29.84,29.83,15.2,15.19,15.19,15.19,14.34,15.13,17.5,,17.43,17.43,17.43,,,,,
Central African Republic,CAF,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,16.9,,,,18.03,18.2,18.87,18.87,19.15,18.77,17.37,17.31,17.31,17.31,16.48,17.92,15.76,,15.81,15.81,15.81,,,,,
Central African Republic,CAF,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,32.25724429,44.81358182,50.98940529,28.86721032,41.12927259,44.5106822,56.17996675,67.8157507,52.47896176,55.59362379,44.04390591,36.89873397,56.48930644,50.68739896,68.92083259,71.35948698,57.03923596,67.03941182,67.3808198,61.39024203,61.38415236,57.01013511,63.97731126,59.58826685,72.05085803,74.95303833,82.14768583,93.08655533,97.88151369,94.3952541,94.14896879,77.60888912,81.81004862,54.94380661,106.0828701,100,117.3387529,140.5628473,163.7702144,164.6127958,165.0116146,146.9392465,
Central African Republic,CAF,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000000,44000000,44000000,48000000,49000000,52000000,49000000,50000000,50000000,50400001.53,,,,,,,,,
Central African Republic,CAF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,,,,,,,,,,,,,,,27,27,,,,,,,,37.6,,,
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,79.9,79.249,78.582,77.9,77.197,76.481,75.748,75,74.185,73.355,72.508,71.644,70.762,69.867,68.955,68.029,67.425,67.103,66.779,66.454,66.126,65.798,65.468,65.136,64.802,64.468,64.132,63.794,63.455,63.256,63.175,63.094,63.013,62.932,62.851,62.769,62.688,62.606,62.525,62.443,62.361,62.28,62.198,62.116,62.034,61.931,61.807,61.661,61.494,61.306,61.096,60.865,60.612,60.337,60.041,59.723,59.382,59.02,58.636,58.23,57.802,57.352,56.88
Central African Republic,CAF,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,61,,,,,,,,,44.8,,,
Central African Republic,CAF,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,,,
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,849909,865264,881363,898233,915973,934706,954524,975497,997652,1020732,1043601,1065479,1086623,1107729,1129399,1151679,1167812,1177495,1187197,1197059,1207163,1217623,1228515,1239836,1251647,1264009,1276882,1290483,1309487,1342645,1385890,1430958,1478369,1527601,1577528,1623042,1667724,1716139,1765292,1816073,1868390,1912220,1956147,2004444,2048743,2095704,2138644,2179485,2225544,2274463,2322555,2358829,2379753,2394914,2394233,2405515,2448502,2495603,2545524,2603472,2670940,2728875,2790791
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,,1.807433781,1.861579807,1.916212138,1.977818638,2.047511136,2.123233599,2.199625089,2.273249904,2.315069255,2.242128714,2.099737793,1.987902277,1.944736538,1.957128763,1.973077995,1.49589646,1.017046586,1.015683099,1.024842212,1.038255292,1.05983218,1.084831399,1.106740413,1.133427893,1.16366299,1.189725883,1.229544891,1.579488571,2.485529369,3.076581854,3.113156643,3.181202549,3.204386467,3.145014892,2.749382326,2.616426043,2.782396311,2.754619288,2.782151766,2.800360479,2.251637515,2.208973428,2.417789982,2.169017181,2.25132803,2.011502123,1.873589755,2.07326328,2.154854097,2.071208345,1.532276959,0.868655129,0.608247677,-0.076949023,0.428340362,1.745175422,1.869860895,1.943058623,2.223361071,2.534093932,2.113637226,2.210795117
Central African Republic,CAF,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.032,1.031,1.031,1.031,1.031,1.031,1.031,1.032,1.032,1.032,1.032,1.033,1.033,1.033,1.033,1.033,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.034,1.035,1.034,1.034,1.035,1.035,1.035,1.035,1.035,1.034,1.034,1.033,1.033,1.032,1.032,1.032,1.032,1.032,
Central African Republic,CAF,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.807086406,0.789990107,0.771872656,0.753590661,0.736266244,0.720868766,0.706321007,0.692159996,0.68069828,0.674956796,0.675257749,0.681383358,0.693018646,0.706580442,0.717284466,0.723769069,0.731153645,0.738856954,0.743010638,0.745326983,0.74554969,0.742265874,0.734992762,0.723805407,0.708746439,0.689908062,0.668816434,0.645959941,0.618448057,0.582506917,0.541817893,0.50162199,0.463280975,0.429791408,0.404303442,0.386589006,0.375181985,0.36867643,0.364698975,0.360530661,0.354476314,0.346325214,0.338011494,0.330939652,0.324882135,0.319988014,0.316181655,0.31310149,0.310036627,0.307061491,0.304169331,0.301802293,0.300976614,0.302349125,0.305149916,0.30953877,0.316070806,0.324210221,0.333644468,0.34442461,0.354837623,0.363464798,0.371023842
Central African Republic,CAF,"Population ages 65 and above, total",SP.POP.65UP.TO,72158,72815,73708,74766,75859,76932,78005,79090,80207,81419,82706,84022,85390,86841,88378,89977,91182,91795,92058,91933,91393,90440,89080,87388,85477,83416,81223,78908,76777,75429,74775,74428,74428,74749,75252,75581,75956,76650,77475,78438,79486,80104,80890,82113,83254,84626,85929,87372,89325,91639,94109,96241,97931,99568,101341,104745,109934,115395,121007,126912,132447,136381,140101
Central African Republic,CAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,38645,38941,39373,39901,40461,41023,41593,42178,42788,43457,44184,44944,45748,46608,47529,48487,49142,49389,49448,49286,48880,48230,47329,46225,44986,43652,42236,40740,39365,38502,38041,37694,37493,37436,37471,37430,37419,37567,37777,38055,38373,38488,38696,39132,39560,40122,40694,41376,42324,43471,44729,45876,46879,47933,49154,51192,54103,57247,60566,64109,67635,70602,73573
Central African Republic,CAF,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.698700684,2.680338024,2.646923004,2.60628367,2.569453466,2.540211864,2.516543595,2.497752428,2.481276036,2.464162973,2.446288167,2.429938821,2.415833274,2.401398536,2.384012375,2.364590149,2.312315681,2.221454113,2.123236497,2.027052145,1.937642224,1.855377239,1.78101131,1.710871438,1.636843949,1.554023745,1.46227237,1.363133557,1.274964442,1.230518864,1.217593027,1.208351328,1.200647876,1.192392126,1.183433828,1.174523264,1.165930334,1.159171839,1.155673157,1.154358883,1.154951589,1.160797398,1.171052373,1.183844498,1.200687446,1.221069679,1.244176216,1.267868327,1.289258107,1.32721438,1.385844469,1.449596389,1.518750055,1.592520982,1.656981589,1.700779605,1.730833791,1.7570503,1.780163927,1.798156116,1.805974676,1.806440383,1.798755263
Central African Republic,CAF,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.840940618,3.814211616,3.786578288,3.755707038,3.71888691,3.677094015,3.629769199,3.575561996,3.521067466,3.478141177,3.451317385,3.439155798,3.441487986,3.452061176,3.459983345,3.461206004,3.415746713,3.319930581,3.212230152,3.09517037,2.972796549,2.848336472,2.723490261,2.599093751,2.475259588,2.350616174,2.225498431,2.103011858,2.007044741,1.978035892,1.993989422,2.015677609,2.04269098,2.07498487,2.112830961,2.156660812,2.202672624,2.244719105,2.279538535,2.338507318,2.427865703,2.522931462,2.618413294,2.711649714,2.779655623,2.815617763,2.844582829,2.870724047,2.893135991,2.912093976,2.926712177,2.937071742,2.94320461,2.94146323,2.933716142,2.913077431,2.876207575,2.831279655,2.781745527,2.725686559,2.65644305,2.574870597,2.480192892
Central African Republic,CAF,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.89864209,4.89122395,4.900704931,4.919547601,4.933060254,4.934816367,4.926594264,4.908831088,4.882764732,4.851077462,4.815295877,4.774704722,4.729377162,4.680926165,4.63096064,4.579833191,4.500424726,4.392504593,4.283492967,4.171934788,4.059973674,3.952413842,3.853390535,3.767877364,3.699966404,3.649538888,3.611530427,3.577886566,3.558720492,3.632903709,3.790344111,3.952701617,4.114637183,4.27722806,4.396467131,4.466244394,4.52161149,4.566005434,4.602044478,4.628641029,4.644185636,4.655165201,4.655402855,4.635100806,4.60096752,4.557133201,4.502011555,4.438502674,4.374953803,4.308467537,4.229049474,4.126433073,3.994868375,3.835295095,3.643505039,3.4495531,3.290562965,3.160598861,3.064712806,3.011113042,3.000086112,2.996454583,2.996139804
Central African Republic,CAF,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.593941234,6.564759426,6.529375524,6.489017883,6.445331904,6.398806897,6.351493703,6.305760038,6.259848123,6.210053178,6.151150607,6.078671622,5.996559984,5.917599919,5.852230192,5.802178471,5.779911493,5.775823157,5.765555337,5.807151447,5.919291761,6.052448089,6.204439423,6.381126213,6.524805526,6.617476616,6.705119696,6.792808116,6.874521521,6.938393991,6.982047637,7.008102264,7.013609936,6.998127457,6.964567348,6.922250602,6.869302115,6.803615558,6.735034979,6.66052521,6.57199514,6.48034745,6.374343639,6.224793509,6.050758929,5.882678537,5.714999785,5.576133811,5.498274916,5.473885484,5.48604877,5.476297773,5.410246358,5.313344302,5.149665885,5.016099466,4.983189722,4.961065522,4.945956117,4.946336095,4.972930878,4.973551372,4.986704486
Central African Republic,CAF,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.192524141,8.155603377,8.118221437,8.089215159,8.076930215,8.082652771,8.098595792,8.109456,8.099166844,8.136513796,8.231111205,8.310483684,8.377376514,8.453643241,8.482878275,8.451830566,8.497300935,8.623989326,8.752506955,8.880476602,9.006033154,9.127168261,9.241397443,9.346276443,9.441923099,9.527384694,9.603272032,9.6677793,9.695243368,9.630915097,9.497038004,9.347269452,9.184313654,9.003624309,8.81350442,8.610932006,8.437727106,8.344254166,8.327661466,8.389227746,8.521266973,8.664248883,8.809820737,8.939910519,9.031757522,9.122616821,9.17506607,9.21100627,9.264950337,9.304965612,9.313450058,9.252090762,9.109789966,8.952264873,8.766920346,8.701693546,8.82511021,8.971438967,9.129908027,9.317709329,9.52361341,9.652072741,9.755047942
Central African Republic,CAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,460059,466468,473101,479850,487713,497002,506858,517167,527918,538963,549552,559063,567793,576489,585681,595463,604288,611863,619439,627052,634774,642707,650916,659437,668155,676840,685448,693980,704212,719671,738875,759212,781715,806116,831570,853794,875488,900476,926444,953972,982992,1005812,1029124,1055507,1078233,1102893,1123236,1140931,1162354,1185243,1206457,1216685,1213230,1204944,1183351,1174430,1194526,1216400,1239655,1269661,1307266,1335394,1366381
Central African Republic,CAF,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.15874523,9.199388857,9.236262471,9.250773463,9.321180865,9.466671588,9.610344847,9.746467698,9.884809533,9.953298221,9.937749227,9.910185977,9.888894308,9.879397452,9.883402537,9.90084481,9.981058595,10.1149517,10.24101308,10.3588087,10.46726913,10.56624259,10.65513622,10.73605703,10.79973459,10.82899726,10.82116013,10.77193995,10.65099896,10.43421753,10.17808051,9.970488302,9.854511916,9.835745775,9.907304339,10.03236824,10.19239395,10.3735187,10.54715326,10.70642535,10.85327474,10.95302842,11.04434152,11.14668207,11.21538914,11.26182688,11.2887886,11.29406718,11.28811906,11.28692795,11.29495319,11.30531293,11.3258813,11.3804319,11.47948007,11.63075508,11.79453805,11.9220485,12.0251076,12.09838014,12.12994302,12.14674545,12.17196128
Central African Republic,CAF,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.86043565,12.8801152,12.89769369,12.91390987,12.92942041,12.94632374,12.96720301,12.99460685,13.03084643,13.08492337,13.17092779,13.29711177,13.45807147,13.64349329,13.82811293,13.98383839,14.07349813,14.0905966,14.05023766,13.96351974,13.84875116,13.74600348,13.70047834,13.72544433,13.82770615,14.0065854,14.22425321,14.43696447,14.63335847,14.8012319,14.93895619,15.05121045,15.14876027,15.22546947,15.25789083,15.2589444,15.23489498,15.16966283,15.08141856,15.0003056,14.93721867,14.89784125,14.86148916,14.84309365,14.8522289,14.85076491,14.86958559,14.89464254,14.90384259,14.90532051,14.90664376,14.99394403,15.1913665,15.42713338,15.75878371,16.04746095,16.16173889,16.23307072,16.23400526,16.11845333,15.8632167,15.61222115,15.39545598
Central African Republic,CAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,336247,344759,353702,363266,372611,381554,391059,401286,412269,423862,435681,447604,459555,471454,483377,495294,504208,510284,516711,523571,530826,538470,546454,554661,563244,572462,582314,592963,606124,624867,647722,671148,694709,718116,740964,761720,781821,802772,823630,844933,866675,885126,903184,923910,944468,965733,987238,1009157,1032333,1056667,1081676,1106143,1129269,1150935,1168963,1185835,1205317,1226590,1249161,1273389,1300002,1327107,1355443
Central African Republic,CAF,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,15.76739392,15.79558378,15.83530282,15.88752584,15.95860358,16.05056352,16.16345747,16.29446323,16.44030183,16.58128676,16.6976571,16.78891992,16.84360629,16.8423338,16.79535611,16.72774413,16.66963518,16.66300777,16.73239572,16.88313478,17.11438306,17.38588217,17.65134424,17.8981333,18.1188139,18.31782843,18.49747334,18.66515044,18.79479567,18.83226765,18.79261702,18.70844567,18.56397779,18.38100447,18.20823466,18.09833575,18.01281267,17.90723246,17.80768219,17.71440355,17.61883226,17.57203669,17.52974534,17.49021175,17.48386694,17.45607143,17.47764004,17.54338754,17.5897483,17.6382733,17.72160401,17.87134633,18.07710716,18.24702646,18.39948326,18.36536425,18.11033848,17.89449283,17.76001719,17.6853414,17.69405153,17.84969997,17.97830794
Central African Republic,CAF,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
